from,to,adj_p_value,log2fc,factor,factor_1,factor_2
GLDS-99,67610,0.002055904,0.239319155,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,217356,0.033960293,0.711363243,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381974,0.004336256,2.381300127,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16854,0.000980394,0.617414676,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,70617,0.005116389,0.490381725,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17386,0.001885231,2.257212908,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,231503,0.011684438,0.78478072,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,105787,0.019662238,0.204102058,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,69662,0.049445053,0.19972949,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,71929,0.003350804,0.221096376,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,229488,1.66e-06,0.411025685,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,18795,0.000446024,0.563677862,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,328232,4.06e-05,0.550612266,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,22710,0.004469156,0.510834225,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,52055,6.21e-07,0.50513241,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,56534,0.002339079,0.249269691,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,270110,0.002379518,0.436658809,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66684,0.004979856,0.256358305,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,382571,0.044964414,0.9429968,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17294,0.000583285,0.910760479,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,380608,0.030534952,0.177714489,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,50794,1.59e-05,0.323218603,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,320046,0.030681783,1.17338435,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,403187,0.035886346,0.140946885,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,380863,0.002015835,1.953682319,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,78286,0.043142725,0.253721384,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,11491,0.003781457,0.231429397,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,71130,0.039762951,1.397025278,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,215449,1.39e-05,0.43084723,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17755,0.005803954,0.423965357,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,246730,0.031058001,1.079719531,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,74026,0.008685108,0.139152174,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14451,0.016501247,0.213770908,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,57896,0.000119888,0.429244864,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,22601,0.011218508,0.21555809,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19281,0.001309898,0.909951893,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14159,0.005333189,0.706883745,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,244867,0.022270976,0.29428515,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,21930,0.041187391,0.573636568,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,15936,0.017101061,0.403205998,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319446,0.01295371,1.478649647,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,108058,0.00447114,0.260929065,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,15042,0.026117754,0.794449999,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,71994,0.019461135,0.285121249,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,68346,0.011481319,0.26116395,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,331532,0.000389864,0.461398909,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,77940,0.005348338,0.960310368,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,68588,0.00293043,1.463676351,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14184,0.009361725,0.567107374,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,213438,0.016888643,1.320362394,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,11852,0.020839216,0.284117173,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,327978,0.006161273,0.33633096,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76687,0.045760275,0.174380353,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,107526,0.00237231,0.604697778,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,59308,0.006998491,0.347645633,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100604,0.002840876,0.447032977,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319636,0.001412321,0.638564106,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,226255,0.049187442,0.263858779,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,54132,8.9e-14,0.864500486,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,11865,0.000419124,0.92659489,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,13134,0.008028445,0.431232876,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,74901,0.014115576,0.691493612,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66922,0.028869217,0.311050634,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,230657,0.010289771,0.263546079,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20454,5e-06,0.739051944,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12631,1.38e-05,0.39061656,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12611,0.019759665,0.203222772,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,321000,0.037180535,0.437184849,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.017387992,0.667894547,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,106572,1.1e-05,0.42804777,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,15939,0.015543252,0.306805971,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,18030,3.66e-08,1.069629433,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72607,0.012819716,0.268167781,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381801,0.026258682,0.161561835,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,107817,0.008380021,0.261141432,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,103844,0.025167542,0.395072282,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,211488,0.020192096,0.152514851,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,231532,6.13e-07,0.496101283,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,545389,0.041037131,0.244623753,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,56632,0.046960033,0.205178122,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,223672,0.014627896,2.021008915,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,30937,0.012826407,0.430470635,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,320795,0.004338685,0.223948395,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,268860,2.62e-06,0.513845782,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14172,0.024662792,0.531851512,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319181,3.72e-05,0.973588614,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76890,0.019746886,0.18265701,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,56702,0.01031441,1.0976081,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,18733,0.012714922,0.617830219,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,5.63e-06,0.425970653,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16502,0.049260788,0.216389532,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.000362019,0.870123488,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,26569,0.030399202,0.211936065,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12982,0.003416266,1.006252327,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,333639,0.017967988,0.281290633,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,69632,0.000169107,0.216331764,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14131,0.024876961,0.345806325,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,68501,0.023230611,0.194348717,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,338351,0.002594774,0.382169007,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,13681,0.000312582,0.259539849,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,217218,0.030334266,0.15981158,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,11690,0.000867499,0.619897485,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,326619,0.01072297,1.031764455,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,242466,0.001852992,0.461566151,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12010,0.020391486,0.420851561,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,57262,0.004600088,0.988937368,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72461,0.044683408,0.317192326,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19043,0.044150367,0.160124937,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,105504,0.002357505,0.319481147,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72108,0.009985363,0.251682928,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20315,0.017438398,0.273310798,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381812,0.034861672,0.887483474,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,208266,0.009315322,0.265258554,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,238161,0.023808618,0.266045433,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319172,0.024233221,1.418870015,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,228836,0.007704249,0.229046625,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14042,5.12e-05,0.540241236,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,545156,0.028761715,0.264746449,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20698,0.031537236,0.757261844,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,18674,0.023098181,0.205569401,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319173,3.26e-05,1.997157377,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16907,0.007223077,0.440593801,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19317,0.00049098,0.23281569,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,208898,0.014135765,0.664644119,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,71835,0.026576396,0.184604732,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319184,0.011178841,1.840178452,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,11465,0.000494972,0.397560178,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12632,0.00072072,0.276721195,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12453,0.001062537,0.179193672,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319169,0.04417068,0.791221864,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16561,0.001500411,0.232084703,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16531,2.35e-30,0.655087166,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,668139,0.044045615,0.385094165,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,320709,0.046760906,0.215709157,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76179,0.037059846,0.171019834,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,223255,0.015676084,0.170166136,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,13806,0.000200454,0.273242391,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20349,0.021951505,0.714143015,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,435391,0.041007522,0.366011448,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,69956,0.039814081,0.15844062,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12916,0.002499377,0.352137726,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,259277,0.020924871,0.757949376,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17827,0.032020757,0.263078735,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14115,0.033801559,0.176017475,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,216363,0.00613959,0.211915613,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,105722,2.43e-05,0.319427557,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,75552,7.76e-05,0.374807046,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,21353,4.11e-06,0.387100083,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17716,0.026258682,0.40285123,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17708,2.34e-06,0.426220591,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17719,0.010234079,0.426872958,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17721,0.0150464,0.334990598,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17711,0.015100639,0.331408306,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115487256,0.002202121,0.634544267,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115488689,0.004034792,0.7967295,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100306944,0.039587016,0.28402894,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,449631,0.004460114,0.460303263,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100127111,0.005113943,0.905574746,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115488085,9.19e-07,1.299934494,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.004755514,2.421982995,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100306945,0.003274398,0.501438888,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19872,0.020108346,0.755057982,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,449630,0.000142424,0.612287313,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17720,0.014115576,0.363233294,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20529,0.000494972,0.377988534,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,233726,0.008930673,0.210475954,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16625,0.002234406,0.852730521,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,59095,0.005321805,0.267781788,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,235050,0.012714922,0.892105642,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,53412,2.44e-06,1.223902688,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319159,0.040074407,0.683011553,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,665511,0.000684561,0.454701189,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,666532,0.025248376,0.919663511,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66158,0.047329301,0.139736727,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381066,0.011601742,0.439121976,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,68705,0.032722908,0.19527008,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12837,4.15e-11,0.924027493,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,13448,0.000206477,0.63605737,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,50918,0.031188286,0.471009674,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,109905,0.042511506,0.20875636,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,434807|627828,0.010288798,0.445632896,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,360198,0.012441779,1.385508094,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319150,0.001822201,1.810573612,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319166,1.4e-05,1.592017358,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319183,0.001618979,1.0577852,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319167,0.04508122,1.049646187,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319161,0.032606722,0.400198016,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319148,6.26e-05,2.268082603,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17110,3.36e-10,1.879762192,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,17105,0.00404697,0.46500811,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76626,0.002234406,0.15186383,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,52892,0.013818556,0.248043362,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,14107,4.32e-06,0.36501515,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,331026,0.02602519,0.33430529,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,672511,0.016882618,0.370732818,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12443,0.005580945,1.013945372,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12340,0.002588417,0.319653422,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16068,0.026282612,0.549879328,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12406,0.005530119,0.4623828,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,80889,3.58e-06,0.459033194,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.011246773,1.465461834,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,277744,0.009963638,1.495877042,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,433926,0.010905049,0.390643702,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72429,0.00011333,0.363832235,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,224903,0.04508122,0.198673734,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,622675,3.72e-05,0.535219664,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,16478,1.96e-09,0.416894766,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,23828,0.008763473,0.175553877,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,213402,2.93e-06,1.841683813,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,26408,8.8e-05,0.40343667,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66477|102639577,0.014200172,0.176737939,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,67160,0.031537236,0.158147468,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,328949,0.036841486,0.227379366,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,22142,0.00904006,0.28595318,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,13587,0.000537649,1.996308045,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20556,0.04417068,0.706110617,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.02831312,0.814529759,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,77219,0.026697528,0.202220991,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,240131,0.014135765,0.46775221,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,433367,0.000174196,0.831182552,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,329251,6.81e-09,0.302046657,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66755,4.26e-11,1.667573844,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72330,0.000913773,0.356035484,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72287,0.010819818,0.254356899,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.001912177,0.850573548,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,70604,0.001256136,0.304668868,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12865,0.000485944,0.195322912,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72640,0.00030703,1.201558596,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,99371,0.00030389,0.299558513,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,329554,0.008016818,0.897773147,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,21824,5.73e-06,0.339000637,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,107368,0.010889879,0.159490475,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,93765,0.00022728,0.400459187,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,67606,0.015186108,0.494111709,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,641340,0.049395114,0.157110509,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,319178,0.002996194,0.921181336,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381045,6.55e-05,0.441682735,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,77446,0.024310614,0.237241005,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,228094,0.003618187,1.679696138,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,110454,0.022172186,0.293850471,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,27361,0.049359297,0.170511985,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,20677,9.89e-09,0.976414111,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115485822,0.018114279,0.942281335,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.047159239,0.421159351,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100040053,0.011684438,6.790392107,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,74183,0.001152351,0.38510057,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,195531,0.01958877,0.589000599,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,433801,0.024594659,0.808933396,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,12176,9.81e-06,0.289780857,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,68512,0.003781457,0.257327635,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,102640477,0.012819716,0.513966627,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,666704,0.025378774,0.240105261,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76933,0.027981358,0.90395075,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,109828,0.014103185,0.703697719,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,22437,8.08e-06,1.260112685,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,1.4500000000000002e-21,1.917093389,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,73656,0.024573045,0.6606379,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100040972,0.001621248,0.895702782,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,76220,0.000825073,0.387717789,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19240,0.000726108,0.511334492,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,231123,0.00207091,0.741814205,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381339,0.007498146,0.223626603,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,235312,0.031110929,0.398721854,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,72481,0.032248565,0.829834128,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.03909126,0.336419015,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115488078,0.043123691,1.420347761,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,97114,0.000322096,0.524042625,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,667021,8.96e-08,0.313383389,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.001376289,1.020825242,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.009658024,0.425266588,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,327946,0.000302383,1.935422198,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381835,0.010239169,0.901083836,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.032020757,0.603512246,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,330319,7.4e-13,0.666486867,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.001411837,0.56240354,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100047123,4.05e-12,1.983858004,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,620695,0.004644169,1.326285587,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,6.29e-11,2.097912983,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,66456,0.00536726,0.731986727,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,668215,0.003109173,1.243728024,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.018828037,0.533623718,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,109299,8.49e-05,0.35403303,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,19782,0.00329643,0.360389718,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100217415,0.006215925,0.408200825,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,115487914,0.000193172,1.271470091,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.049613542,0.196334841,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.000701612,0.954436017,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,53881,0.001005066,0.511550363,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,18725,0.023066052,1.175097858,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,677884,0.047810411,1.27137572,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,102634333,0.004460114,0.341253914,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,394432,0.033174793,0.656495079,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,100040462,0.024531406,0.620119135,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,381823,0.000552503,0.83170464,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,15511,1.34e-18,1.465285101,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,108934,0.026824783,0.197028841,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,58521,5.55e-05,0.379568332,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,56692,0.001028531,0.257064597,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,236451,0.000424001,1.753949717,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,193740,6.5e-17,1.489826683,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,,0.000708665,0.706902763,spaceflight_v_ground_control,spaceflight,ground_control
GLDS-99,67952,0.035828784,0.230979986,spaceflight_v_ground_control,spaceflight,ground_control
